gid,role,role_score,cluster_id,priority_score,evidence,rule_id,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,hub,authority,pass_through,retained_kzt,unseen_inflow_kzt,n_seed_payers,truncated_by_depth,terminal_status,terminal_p,hold_days_median,fast_out_share,max_same_day_payers,max_same_day_one_payer_tx,flag_fast_transit,flag_sync_collection,flag_structuring,timing_score,downstream_nodes,component_size,is_articulation
100000003200071100,transit,0.55,67,0.0859,"seed: отдаёт 30 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,30000.0,0,1,0.0002855692942172902,0.0,0.0,-0.0,,0.0,30000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1,2,False
100000003265658100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000003349739100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000003684369100,distributor,1.0,2,0.4335,"веер на 62 получателей, 67 переводов на 8.6 млн KZT; seed — входящие извне выборки не видны | 6 плательщиков в один день; сквозной транзит за 0 дн. (100% суммы)",R1.distributor: out_deg >= 11,0,True,24,62,3848436.0,8588655.0,58,67,0.002020291208486861,0.0023030748381841454,0.0247461637,0.0013537175,2.2317260830113845,0.0,4740219.0,1,False,observed_forwarder,0.0,0.0,1.0,6,3,True,True,True,1.0,120,1877,True
100000003770083100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000003975102100,transit,0.55,3,0.1925,"seed: отдаёт 88 тыс. KZT на 2 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,2,25650.0,88500.0,1,2,0.00034546521801697994,5.914683513904559e-06,4.643e-07,0.0,3.4502923976608186,0.0,62850.0,0,False,observed_forwarder,0.0,1.0,0.3615819209039548,1,1,False,False,False,0.0,7,1877,False
100000003977183100,transit,0.55,7,0.318,"seed: отдаёт 766 тыс. KZT на 4 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,2,4,123800.0,766000.0,2,6,0.0003314603816994432,1.5851748110966993e-06,4.95193e-05,4.20066e-05,6.187399030694669,0.0,642200.0,1,False,observed_forwarder,0.0,0.0,0.21148825065274152,1,1,False,False,False,0.0,13,1877,True
100000004007116100,transit,0.55,24,0.39,"seed: отдаёт 148 тыс. KZT на 4 получателей; входящие извне выборки не видны, роль по исходящему профилю | сквозной транзит за 1 дн. (93% суммы); дробление: 4 перевода от одного плательщика за день","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,3,4,764704.0,148000.0,24,6,0.0006277769573248414,3.962937027741748e-07,0.0,0.0,0.19353893794200108,616704.0,0.0,0,False,observed_forwarder,0.0,1.0,0.9324324324324325,1,4,True,False,True,1.0,16,17,False
100000004019124100,terminal,0.9,3,0.3348,"получил 193 тыс. KZT, 3 перевода от 3 плательщиков, из них seed: 2; исходящих переводов 0, они проверены обходом на колене 0","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,3,0,193000.0,0.0,3,0,0.0012028680902033675,0.0,-0.0,2.67e-08,0.0,193000.0,0.0,2,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,True
100000004021459100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000004041163100,transit,0.55,18,0.2954,"seed: отдаёт 866 тыс. KZT на 2 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,2,50000.0,866000.0,1,6,0.002084748055672515,2.3381328463676314e-05,4.642e-07,0.0,17.32,0.0,816000.0,1,False,observed_forwarder,0.0,0.0,0.05542725173210162,1,1,False,False,False,0.0,2,1877,True
100000004174835100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000004193835100,transit,0.55,3,0.2536,"seed: отдаёт 5 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю | сквозной транзит за 0 дн. (100% суммы)","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,1,47000.0,5000.0,1,1,0.000469930139695584,6.6775488917448465e-06,4.606e-07,1e-10,0.10638297872340426,42000.0,0.0,0,False,observed_forwarder,0.0,0.0,1.0,1,1,True,False,False,1.0,3,1877,False
100000004269433100,transit,0.55,14,0.1682,"seed: отдаёт 1.4 млн KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,1372000.0,0,67,0.0002855692942172902,0.0,0.0,-0.0,,0.0,1372000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1599,1877,False
100000004358004100,distributor,0.5,2,0.1718,"веер на 11 получателей, 17 переводов на 981 тыс. KZT; seed — входящие извне выборки не видны",R1.distributor: out_deg >= 11,0,True,0,11,0.0,980850.0,0,17,0.0002855692942172902,0.0,0.0036381727,-0.0,,0.0,980850.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,251,1877,True
100000004388983100,transit,0.55,64,0.1558,"seed: отдаёт 451 тыс. KZT на 2 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,2,0.0,450816.0,0,23,0.0002855692942172902,0.0,0.0,-0.0,,0.0,450816.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,2,3,True
100000004714705100,transit,0.55,18,0.0915,"seed: отдаёт 37 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,36550.0,0,1,0.0002855692942172902,0.0,0.0,-0.0,,0.0,36550.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,2,1877,False
100000004723755100,transit,0.55,2,0.1198,"seed: отдаёт 95 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,95000.0,0,5,0.0002855692942172902,0.0,0.0,-0.0,,0.0,95000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1618,1877,False
100000004813068100,transit,0.55,23,0.1479,"seed: отдаёт 297 тыс. KZT на 3 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,3,0.0,297000.0,0,5,0.0002855692942172902,0.0,0.0,-0.0,,0.0,297000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,13,1877,True
100000004971871100,transit,0.55,58,0.2179,"seed: отдаёт 6 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю | сквозной транзит за 2 дн. (100% суммы)","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,1,25400.0,5650.0,3,1,0.0007430293125206662,0.0,0.0,0.0,0.22244094488188976,19750.0,0.0,0,False,observed_forwarder,0.0,2.0,1.0,1,1,True,False,False,1.0,3,4,False
100000005017150100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005087431100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005235389100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005264990100,transit,0.55,18,0.2085,"seed: отдаёт 122 тыс. KZT на 2 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,2,17070.0,122000.0,1,2,0.0003639962150845005,7.765375105859955e-05,4.642e-07,2.887e-07,7.147041593438781,0.0,104930.0,0,False,observed_forwarder,0.0,4.0,0.0,1,1,False,False,False,0.0,6,1877,True
100000005370580100,terminal,0.65,10,0.1458,"получил 24 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 0; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,1,0,24075.0,0.0,1,0,0.0003459684664848726,0.0,-0.0,4.26e-08,0.0,24075.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005382566100,consolidator,0.975,18,0.4827,"сходятся 7 плательщиков (seed: 6) на 1 получателя; получено 393 тыс. KZT, отдано дальше 13%, осело 343 тыс. KZT | сквозной транзит за 0 дн. (100% суммы)","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",0,True,7,1,393066.0,50000.0,11,1,0.0021132620521571092,4.6366363224578456e-05,0.0,1.0821e-06,0.12720510041570626,343066.0,0.0,6,False,observed_forwarder,0.0,0.0,1.0,2,1,True,False,False,1.0,2,1877,True
100000005386383100,transit,0.55,18,0.2519,"seed: отдаёт 29 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,2,1,37500.0,29000.0,2,1,0.0005243332756978205,2.852323925717123e-05,4.606e-07,0.0,0.7733333333333333,8500.0,0.0,0,False,observed_forwarder,0.0,,,2,1,False,False,False,0.5,3,1877,False
100000005392290100,transit,0.55,68,0.1153,"seed: отдаёт 81 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,81465.0,0,1,0.0002855692942172902,0.0,0.0,-0.0,,0.0,81465.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1,2,False
100000005395727100,terminal,0.65,14,0.1314,"получил 17 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 0; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,1,0,17000.0,0.0,1,0,0.0003712067299561792,0.0,-0.0,0.0,0.0,17000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005409680100,terminal,0.9,16,0.2377,"получил 55 тыс. KZT, 2 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 0","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,2,0,55060.0,0.0,2,0,0.0006335288187931603,0.0,-0.0,3.58252e-05,0.0,55060.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005417257100,transit,0.55,18,0.1238,"seed: отдаёт 106 тыс. KZT на 2 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,2,0.0,106000.0,0,2,0.0002855692942172902,0.0,0.0,-0.0,,0.0,106000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,3,1877,True
100000005454368100,terminal,0.65,10,0.2198,"получил 49 тыс. KZT, 2 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 0; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,2,0,48600.0,0.0,2,0,0.0003941929632081931,0.0,-0.0,5.0717e-06,0.0,48600.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005480435100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005485830100,transit,0.55,46,0.146,"seed: отдаёт 276 тыс. KZT на 5 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,5,0.0,275885.0,0,9,0.0002855692942172902,0.0,0.0,-0.0,,0.0,275885.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,5,6,True
100000005493505100,terminal,0.9,10,0.2877,"получил 62 тыс. KZT, 3 перевода от 3 плательщиков, из них seed: 1; исходящих переводов 0, они проверены обходом на колене 0","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,3,0,62020.0,0.0,3,0,0.0006174200765778767,0.0,-0.0,4.33e-08,0.0,62020.0,0.0,1,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,True
100000005495722100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005498992100,distributor,0.727,8,0.182,"веер на 16 получателей, 19 переводов на 2.3 млн KZT; seed — входящие извне выборки не видны",R1.distributor: out_deg >= 11,0,True,0,16,0.0,2262868.0,0,19,0.0002855692942172902,0.0,0.0012206418,-0.0,,0.0,2262868.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1682,1877,True
100000005519347100,transit,0.55,3,0.2852,"seed: отдаёт 99 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,2,1,73100.0,99000.0,2,1,0.0005567200012967682,1.5191258606343366e-06,1.14e-08,0.0,1.3543091655266757,0.0,25900.0,1,False,observed_forwarder,0.0,6.0,0.0,1,1,False,False,False,0.0,1,1877,False
100000005523088100,terminal,0.9,18,0.3355,"получил 700 тыс. KZT, 2 перевода от 1 плательщика, из них seed: 1; исходящих переводов 0, они проверены обходом на колене 0","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,1,0,700000.0,0.0,2,0,0.0017206377268585364,0.0,-0.0,8.7e-09,0.0,700000.0,0.0,1,False,observed_sink,1.0,,,1,2,False,False,False,0.5,0,1877,False
100000005543136100,transit,0.55,10,0.0543,"seed: отдаёт 10 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,10000.0,0,1,0.0002855692942172902,0.0,1.84e-08,-0.0,,0.0,10000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1,1877,False
100000005550592100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005560900100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005568407100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000005668605100,terminal,0.9,18,0.3027,"получил 94 тыс. KZT, 3 перевода от 3 плательщиков, из них seed: 1; исходящих переводов 0, они проверены обходом на колене 0","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",0,True,3,0,94500.0,0.0,3,0,0.0008383018688148909,0.0,-0.0,2.9287e-06,0.0,94500.0,0.0,1,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,True
100000005744674100,transit,0.55,18,0.1028,"seed: отдаёт 50 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,50066.0,0,2,0.0002855692942172902,0.0,4.606e-07,-0.0,,0.0,50066.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,3,1877,False
100000006232815100,transit,0.55,29,0.2314,"seed: отдаёт 296 тыс. KZT на 5 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,1,5,160000.0,296500.0,2,5,0.0005566536352336254,2.774055919419224e-06,0.0,0.0,1.853125,0.0,136500.0,0,False,observed_forwarder,0.0,4.0,0.0,1,1,False,False,False,0.0,12,13,True
100000006249740100,transit,0.55,53,0.119,"seed: отдаёт 93 тыс. KZT на 3 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,3,0.0,93007.0,0,5,0.0002855692942172902,0.0,0.0,-0.0,,0.0,93007.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,3,5,True
100000006831291100,transit,0.55,53,0.0622,"seed: отдаёт 15 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,15000.0,0,3,0.0002855692942172902,0.0,0.0,-0.0,,0.0,15000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1,5,False
100000006866783100,distributor,1.0,1,0.3918,"веер на 67 получателей, 90 переводов на 3.9 млн KZT; seed — входящие извне выборки не видны | 5 плательщиков в один день; сквозной транзит за 0 дн. (100% суммы)",R1.distributor: out_deg >= 11,0,True,13,67,838812.0,3948037.0,31,90,0.0008703719471293999,0.006045225264012875,0.1154587259,0.0006837653,4.706700667133994,0.0,3109225.0,0,False,observed_forwarder,0.0,0.0,1.0,5,3,True,True,True,1.0,1595,1877,True
100000007018630100,transit,0.55,60,0.1387,"seed: отдаёт 200 тыс. KZT на 1 получателя; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,1,0.0,200000.0,0,5,0.0002855692942172902,0.0,0.0,-0.0,,0.0,200000.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,2,3,False
100000007747786100,distributor,1.0,7,0.1895,"веер на 31 получателя, 35 переводов на 4.2 млн KZT; seed — входящие извне выборки не видны",R1.distributor: out_deg >= 11,0,True,0,31,0.0,4238009.4,0,35,0.0002855692942172902,0.0,0.0002329593,-0.0,,0.0,4238009.4,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,96,1877,True
100000007982728100,transit,0.55,7,0.1699,"seed: отдаёт 1.8 млн KZT на 8 получателей; входящие извне выборки не видны, роль по исходящему профилю","R3c.transit: seed — роль по исходящему профилю, входящие извне не видны",0,True,0,8,0.0,1804384.0,0,12,0.0002855692942172902,0.0,0.0021944642,-0.0,,0.0,1804384.0,0,False,observed_forwarder,0.0,,,0,0,False,False,False,0.0,1644,1877,False
100000008117324100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
100000008205000100,peripheral,0.3,-1,0.0216,"0 входящих и 0 исходящих переводов в выгрузке: seed без рёбер, переводы либо ниже порога 5 000 KZT, либо вне банка — роль не определяется",R0.peripheral: нет рёбер в выгрузке,0,True,0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,-0.0,-0.0,,0.0,0.0,0,False,no_edges,,,,0,0,False,False,False,0.0,0,1,False
